PO,Id Unico de Pago,Remesa,Orden de Pago
785D8E10-33ED-4931-80E0-0BB1D73C85C8,785D8E10-33ED-4931-80E0-0BB1D73C85C8,Remesa-8223527,Orden de Pago-8306785
6CE01F55-5CF4-4E78-9530-5B889ECC0757,6CE01F55-5CF4-4E78-9530-5B889ECC0757,Remesa-8223536,Orden de Pago-8306794
BFF7B271-9F1C-4C86-92AB-9A8BE87F396C,BFF7B271-9F1C-4C86-92AB-9A8BE87F396C,Remesa-8223540,Orden de Pago-8306798
60148655-2FAC-436F-85A6-E6220014A685,60148655-2FAC-436F-85A6-E6220014A685,Remesa-8223548,Orden de Pago-8306807
B3344F00-943F-4A8F-9DA1-FB725C13BDD3,B3344F00-943F-4A8F-9DA1-FB725C13BDD3,Remesa-8223551,Orden de Pago-8306809
88036D00-4830-4569-993F-037EC6CD70D4,88036D00-4830-4569-993F-037EC6CD70D4,Remesa-8223563,Orden de Pago-8306821
958B4E2F-099A-48E5-8446-6EA7A4ED8DEC,958B4E2F-099A-48E5-8446-6EA7A4ED8DEC,Remesa-8223567,Orden de Pago-8306825
0E45B8B6-4B7F-4FA0-8B81-87A882FE4EA5,0E45B8B6-4B7F-4FA0-8B81-87A882FE4EA5,Remesa-8223569,Orden de Pago-8306827
E39BFD4F-232B-4718-BA7A-BE19506F47AF,E39BFD4F-232B-4718-BA7A-BE19506F47AF,Remesa-8223577,Orden de Pago-8306835
6F4A755E-002F-4708-AB38-7B0275725DFB,6F4A755E-002F-4708-AB38-7B0275725DFB,Remesa-8223578,Orden de Pago-8306836
2CE71FF8-2826-437D-B88A-8B1771AD9DE6,2CE71FF8-2826-437D-B88A-8B1771AD9DE6,Remesa-8223579,Orden de Pago-8306837
9D07CE3A-36D8-45B8-9D37-43B165B8329D,9D07CE3A-36D8-45B8-9D37-43B165B8329D,Remesa-8223580,Orden de Pago-8306841
3D05DDA3-8A66-4EC7-849E-27EB7432D838,3D05DDA3-8A66-4EC7-849E-27EB7432D838,Remesa-8223596,Orden de Pago-8306854
A4C800CA-327B-41B9-AD89-3D1CF1B361EB,A4C800CA-327B-41B9-AD89-3D1CF1B361EB,Remesa-8223601,Orden de Pago-8306861
A147A0C3-E3FC-467C-B451-48D5F7BA85D7,A147A0C3-E3FC-467C-B451-48D5F7BA85D7,Remesa-8223602,Orden de Pago-8306862
74A0D803-0D24-4798-A566-A8C8288C045E,74A0D803-0D24-4798-A566-A8C8288C045E,Remesa-8223607,Orden de Pago-8306866
54FD1FED-5115-42BB-B8B9-F2ABEFBF4F48,54FD1FED-5115-42BB-B8B9-F2ABEFBF4F48,Remesa-8223609,Orden de Pago-8306870
FC7D23BF-8A8E-4EBB-923E-C4DE71B7591D,FC7D23BF-8A8E-4EBB-923E-C4DE71B7591D,Remesa-8223629,Orden de Pago-8306888
5F52357B-19B8-4389-8943-136A9FDE1646,5F52357B-19B8-4389-8943-136A9FDE1646,Remesa-8223630,Orden de Pago-8306892
88BC02D8-AB38-48A2-A205-85B4DE274269,88BC02D8-AB38-48A2-A205-85B4DE274269,Remesa-8223645,Orden de Pago-8306905
C4597713-CD5B-4928-8059-9C9AAA915898,C4597713-CD5B-4928-8059-9C9AAA915898,Remesa-8223650,Orden de Pago-8306910
E73C6DEF-688B-462C-920D-02AE99F8AB5F,E73C6DEF-688B-462C-920D-02AE99F8AB5F,Remesa-8223658,Orden de Pago-8306917
3952CB37-E1A9-44E8-BC83-5B289C8CC5E3,3952CB37-E1A9-44E8-BC83-5B289C8CC5E3,Remesa-8223659,Orden de Pago-8306918
3C6DB478-F399-41E0-8E1F-5C3C84918FFA,3C6DB478-F399-41E0-8E1F-5C3C84918FFA,Remesa-8223666,Orden de Pago-8306926
FE506468-353A-4FB0-9D7D-AE6982C8F71D,FE506468-353A-4FB0-9D7D-AE6982C8F71D,Remesa-8223668,Orden de Pago-8306927
2EBFE075-A142-45DC-8CA3-96BCCD167D7C,2EBFE075-A142-45DC-8CA3-96BCCD167D7C,Remesa-8223670,Orden de Pago-8306929
267A127B-1571-4FBE-9210-56480AEAEBEA,267A127B-1571-4FBE-9210-56480AEAEBEA,Remesa-8223685,Orden de Pago-8306946
1779B595-85C8-4843-A910-C60808D5A7A5,1779B595-85C8-4843-A910-C60808D5A7A5,Remesa-8223694,Orden de Pago-8306953
5399E62F-39D0-4E09-BBE2-01E6F5984B13,5399E62F-39D0-4E09-BBE2-01E6F5984B13,Remesa-8223700,Orden de Pago-8306960
FE7E8B9F-7E70-41D2-937C-09F1568DB534,FE7E8B9F-7E70-41D2-937C-09F1568DB534,Remesa-8223705,Orden de Pago-8306967
EBB25ABA-44F3-4D13-B3F4-2C49B599014B,EBB25ABA-44F3-4D13-B3F4-2C49B599014B,Remesa-8223712,Orden de Pago-8306972
2D370674-F314-4D28-A1EC-312BCD060626,2D370674-F314-4D28-A1EC-312BCD060626,Remesa-8223708,Orden de Pago-8306971
5AFDD5ED-A972-4832-A0E2-8E2A452A4AE6,5AFDD5ED-A972-4832-A0E2-8E2A452A4AE6,Remesa-8223713,Orden de Pago-8306973
07ACBB9E-6789-4711-8D40-9BBCAA4C7AC6,07ACBB9E-6789-4711-8D40-9BBCAA4C7AC6,Remesa-8223724,Orden de Pago-8306986
5E5FB536-5B39-4A1A-B479-C28643174094,5E5FB536-5B39-4A1A-B479-C28643174094,Remesa-8223728,Orden de Pago-8306989
35F6523B-D8D5-4C56-8543-36733F34B825,35F6523B-D8D5-4C56-8543-36733F34B825,Remesa-8223729,Orden de Pago-8306990
F1868521-03D8-498E-B3F0-AACB6BFFF91B,F1868521-03D8-498E-B3F0-AACB6BFFF91B,Remesa-8223740,Orden de Pago-8307002
E565767E-78B7-4499-B316-B32F7209673C,E565767E-78B7-4499-B316-B32F7209673C,Remesa-8223741,Orden de Pago-8307001
D7C43F17-40CA-48BF-B9AF-B4EC70B753BE,D7C43F17-40CA-48BF-B9AF-B4EC70B753BE,Remesa-8223747,Orden de Pago-8307008
47CD9620-4883-4A69-99D7-BA7F6EE2197E,47CD9620-4883-4A69-99D7-BA7F6EE2197E,Remesa-8223752,Orden de Pago-8307013
F9D707B7-BE3F-432E-BABB-993253A6AA58,F9D707B7-BE3F-432E-BABB-993253A6AA58,Remesa-8223753,Orden de Pago-8307014
2C185519-274F-40F6-B17B-7C4BC680228E,2C185519-274F-40F6-B17B-7C4BC680228E,Remesa-8223756,Orden de Pago-8307017
86E7BEFB-A7A8-41F0-A572-8DF464DE9728,86E7BEFB-A7A8-41F0-A572-8DF464DE9728,Remesa-8223757,Orden de Pago-8307020
9AFBC1F5-EA79-42CD-A83A-0594A28ACAB2,9AFBC1F5-EA79-42CD-A83A-0594A28ACAB2,Remesa-8223760,Orden de Pago-8307022
7116F1EA-BB9D-4B53-8B8A-EF2BCD3C65C7,7116F1EA-BB9D-4B53-8B8A-EF2BCD3C65C7,Remesa-8223768,Orden de Pago-8307030
075A17C2-ED92-4800-A36E-C933FD8E30D8,075A17C2-ED92-4800-A36E-C933FD8E30D8,Remesa-8223772,Orden de Pago-8307034
4F915544-FCB7-4DDA-9891-FDB7139DA9BF,4F915544-FCB7-4DDA-9891-FDB7139DA9BF,Remesa-8223773,Orden de Pago-8307035
EE11B621-B7BD-44D6-B5F3-9AC116D7B24F,EE11B621-B7BD-44D6-B5F3-9AC116D7B24F,Remesa-8223774,Orden de Pago-8307037
0C768524-6E57-48D3-A90C-8077AC61FF36,0C768524-6E57-48D3-A90C-8077AC61FF36,Remesa-8223780,Orden de Pago-8307044
E615683A-C782-4A8A-B255-618DB634EF78,E615683A-C782-4A8A-B255-618DB634EF78,Remesa-8223786,Orden de Pago-8307050
F92F8DD2-29CF-4D9D-85BF-4ADA90520C9A,F92F8DD2-29CF-4D9D-85BF-4ADA90520C9A,Remesa-8223794,Orden de Pago-8307056
91C3FCF5-EF2D-41D7-B5E7-50AC9301CDE6,91C3FCF5-EF2D-41D7-B5E7-50AC9301CDE6,Remesa-8223802,Orden de Pago-8307064
442F6562-D02B-4677-A00D-3E82DC0A7E50,442F6562-D02B-4677-A00D-3E82DC0A7E50,Remesa-8223808,Orden de Pago-8307070
137A1150-7237-4E9B-BE48-FAC17CF40C15,137A1150-7237-4E9B-BE48-FAC17CF40C15,Remesa-8223809,Orden de Pago-8307073
37395120-29F5-40B0-A007-9F0E8DC0A3E6,37395120-29F5-40B0-A007-9F0E8DC0A3E6,Remesa-8223811,Orden de Pago-8307075
1C40E741-BF67-4CF6-BA1B-E79BB3312EC3,1C40E741-BF67-4CF6-BA1B-E79BB3312EC3,Remesa-8223814,Orden de Pago-8307077
179EF5CB-C34E-4867-80D0-83E803EC1996,179EF5CB-C34E-4867-80D0-83E803EC1996,Remesa-8223815,Orden de Pago-8307078
3C957F08-217B-4B78-9FAE-A6F8DFCD8056,3C957F08-217B-4B78-9FAE-A6F8DFCD8056,Remesa-8223823,Orden de Pago-8307088
049E4739-DE8B-4EDE-A68D-ECC43EEBDF6D,049E4739-DE8B-4EDE-A68D-ECC43EEBDF6D,Remesa-8223832,Orden de Pago-8307097
37E451EC-7F6B-45A8-83EA-021602C6BF46,37E451EC-7F6B-45A8-83EA-021602C6BF46,Remesa-8223854,Orden de Pago-8307118
1C624738-6EDD-42D7-A452-F31BDE5103EE,1C624738-6EDD-42D7-A452-F31BDE5103EE,Remesa-8223859,Orden de Pago-8307123
DE217310-8B4F-4663-A1C6-7E003E88A9F5,DE217310-8B4F-4663-A1C6-7E003E88A9F5,Remesa-8223860,Orden de Pago-8307124
90CF870B-73F1-4B63-ACF3-C2BEDC61803F,90CF870B-73F1-4B63-ACF3-C2BEDC61803F,Remesa-8223867,Orden de Pago-8307133
76A754FA-DCF4-400F-89DB-6117CEC77B7A,76A754FA-DCF4-400F-89DB-6117CEC77B7A,Remesa-8223868,Orden de Pago-8307134
88F699C3-A437-4449-B090-98E417D23CAB,88F699C3-A437-4449-B090-98E417D23CAB,Remesa-8223871,Orden de Pago-8307135
5BDE7ACF-3F84-48D4-9653-7599D1D02307,5BDE7ACF-3F84-48D4-9653-7599D1D02307,Remesa-8223874,Orden de Pago-8307139
9FBDA52F-DD35-4134-B69E-FE07823E7B7E,9FBDA52F-DD35-4134-B69E-FE07823E7B7E,Remesa-8223876,Orden de Pago-8307140
7F921885-307D-4F19-986B-D7B45F0F4984,7F921885-307D-4F19-986B-D7B45F0F4984,Remesa-8223879,Orden de Pago-8307144
76D6AD16-401C-43B3-AEE7-FFD9A8AC2D71,76D6AD16-401C-43B3-AEE7-FFD9A8AC2D71,Remesa-8223880,Orden de Pago-8307145
01666B99-3B74-4598-9923-78AE2273EF24,01666B99-3B74-4598-9923-78AE2273EF24,Remesa-8223883,Orden de Pago-8307148
433082EE-ED6C-4B88-B036-7FC474B82FDF,433082EE-ED6C-4B88-B036-7FC474B82FDF,Remesa-8223885,Orden de Pago-8307150
BF452DAD-24A1-46C9-AB50-B7874BF3E5F6,BF452DAD-24A1-46C9-AB50-B7874BF3E5F6,Remesa-8223888,Orden de Pago-8307152
8482E401-9602-4D99-A6AF-E043758B3525,8482E401-9602-4D99-A6AF-E043758B3525,Remesa-8223895,Orden de Pago-8307160
4284CEBB-A21E-400A-AA74-65DB3BFC4C0C,4284CEBB-A21E-400A-AA74-65DB3BFC4C0C,Remesa-8223897,Orden de Pago-8307161
9729A4AA-D712-4315-B7FD-28801AEBE403,9729A4AA-D712-4315-B7FD-28801AEBE403,Remesa-8223898,Orden de Pago-8307162
9C23D10E-6041-4101-9222-DB5059102C14,9C23D10E-6041-4101-9222-DB5059102C14,Remesa-8223902,Orden de Pago-8307166
4AF09CE2-FE96-482D-8F56-589F34DFEB7E,4AF09CE2-FE96-482D-8F56-589F34DFEB7E,Remesa-8223910,Orden de Pago-8307175
C306A358-68F3-4DB1-8AF8-87DE5ADF494E,C306A358-68F3-4DB1-8AF8-87DE5ADF494E,Remesa-8223912,Orden de Pago-8307176
88A1F360-338C-47A3-BB90-BB3243C2EF42,88A1F360-338C-47A3-BB90-BB3243C2EF42,Remesa-8223918,Orden de Pago-8307183
1494B051-80A2-47D2-9CE7-16C14820D8CD,1494B051-80A2-47D2-9CE7-16C14820D8CD,Remesa-8223925,Orden de Pago-8307189
01FDDD43-A282-42E2-A1F5-CF920757B71A,01FDDD43-A282-42E2-A1F5-CF920757B71A,Remesa-8223926,Orden de Pago-8307190
0B65D084-EBC4-4894-BBEA-E5AA89254C18,0B65D084-EBC4-4894-BBEA-E5AA89254C18,Remesa-8223930,Orden de Pago-8307195
27675F72-2C48-47D2-BAF3-758D4DCB856A,27675F72-2C48-47D2-BAF3-758D4DCB856A,Remesa-8223941,Orden de Pago-8307209
D4BE4783-CDF5-4269-BAFB-A0F1D3CC3F1E,D4BE4783-CDF5-4269-BAFB-A0F1D3CC3F1E,Remesa-8223955,Orden de Pago-8307220
886E6103-0623-4F08-95F4-6D10AA4377A3,886E6103-0623-4F08-95F4-6D10AA4377A3,Remesa-8223962,Orden de Pago-8307227
55BEC2C8-7759-40CE-A72C-B6818D82B3AF,55BEC2C8-7759-40CE-A72C-B6818D82B3AF,Remesa-8223965,Orden de Pago-8307230
A116A347-40B3-4FBD-84CF-DDAACDFB126B,A116A347-40B3-4FBD-84CF-DDAACDFB126B,Remesa-8223969,Orden de Pago-8307233
CA12B22C-6C36-4E9F-8A38-84579FB97CCB,CA12B22C-6C36-4E9F-8A38-84579FB97CCB,Remesa-8223974,Orden de Pago-8307239
AFA81AC0-798E-4D93-9E9F-EA6DF89CF77E,AFA81AC0-798E-4D93-9E9F-EA6DF89CF77E,Remesa-8223983,Orden de Pago-8307247
952DA07B-D8DC-4751-AB06-EBAF46A8F5E6,952DA07B-D8DC-4751-AB06-EBAF46A8F5E6,Remesa-8223985,Orden de Pago-8307251
2E8BDEFE-0A31-4AF2-BA4A-A95DBA96B201,2E8BDEFE-0A31-4AF2-BA4A-A95DBA96B201,Remesa-8223990,Orden de Pago-8307254
C448643B-4509-439E-B9AF-4621C8E9DA26,C448643B-4509-439E-B9AF-4621C8E9DA26,Remesa-8224014,Orden de Pago-8307278
A7D42C40-A1CA-411A-A329-6DBB06AE1560,A7D42C40-A1CA-411A-A329-6DBB06AE1560,Remesa-8224015,Orden de Pago-8307280
80F2CE88-0D96-405A-A451-2C5503E3440F,80F2CE88-0D96-405A-A451-2C5503E3440F,Remesa-8224016,Orden de Pago-8307281
2720CB80-8BCF-4F08-AF46-0B8EBF9FA725,2720CB80-8BCF-4F08-AF46-0B8EBF9FA725,Remesa-8224018,Orden de Pago-8307283
232296F9-6C71-4160-A15D-7C104A95236C,232296F9-6C71-4160-A15D-7C104A95236C,Remesa-8224024,Orden de Pago-8307288
EA1EDAA5-23FC-4386-B550-143CD58769E6,EA1EDAA5-23FC-4386-B550-143CD58769E6,Remesa-8224025,Orden de Pago-8307290
2A26F708-238C-4F41-B106-A9019B5D4965,2A26F708-238C-4F41-B106-A9019B5D4965,Remesa-8224026,Orden de Pago-8307289
BC2A49EC-2525-42B5-B880-CB2F811835F6,BC2A49EC-2525-42B5-B880-CB2F811835F6,Remesa-8224027,Orden de Pago-8307291
D875600F-3D20-49EA-8014-6ECFDE8FBA93,D875600F-3D20-49EA-8014-6ECFDE8FBA93,Remesa-8224028,Orden de Pago-8307292
63763E2B-78AE-4F0E-9B72-9428B235CF71,63763E2B-78AE-4F0E-9B72-9428B235CF71,Remesa-8224035,Orden de Pago-8307299
22AC921C-352F-4919-B261-E7D5D59C788E,22AC921C-352F-4919-B261-E7D5D59C788E,Remesa-8224039,Orden de Pago-8307306
A0D7EB1D-5406-4415-BA38-4FF597AEA912,A0D7EB1D-5406-4415-BA38-4FF597AEA912,Remesa-8224044,Orden de Pago-8307310
05C7BC42-122D-4AF0-A232-8654DAE3AEC0,05C7BC42-122D-4AF0-A232-8654DAE3AEC0,Remesa-8224048,Orden de Pago-8307312
9E4185D9-4776-4C2D-85A6-9F3D31A16336,9E4185D9-4776-4C2D-85A6-9F3D31A16336,Remesa-8224049,Orden de Pago-8307314
8F6632E2-FD6F-4E1E-B13D-DD2F52DFC4D5,8F6632E2-FD6F-4E1E-B13D-DD2F52DFC4D5,Remesa-8224057,Orden de Pago-8307321
ABFE4556-3F89-4EC3-8F75-35AA66E6F2BD,ABFE4556-3F89-4EC3-8F75-35AA66E6F2BD,Remesa-8224067,Orden de Pago-8307332
858131E0-9824-4625-BFC3-2C609E55D3FF,858131E0-9824-4625-BFC3-2C609E55D3FF,Remesa-8224070,Orden de Pago-8307334
0BB32C32-EF85-4431-B61E-701E02202038,0BB32C32-EF85-4431-B61E-701E02202038,Remesa-8224071,Orden de Pago-8307335
FB179E67-D5FD-449F-BC09-E1B1315AF3AF,FB179E67-D5FD-449F-BC09-E1B1315AF3AF,Remesa-8224081,Orden de Pago-8307349
272BC684-2587-4E95-9E5A-52B92F0BA8A0,272BC684-2587-4E95-9E5A-52B92F0BA8A0,Remesa-8224083,Orden de Pago-8307348
29AC90DD-CF1C-40C4-84A5-E889B922DAFE,29AC90DD-CF1C-40C4-84A5-E889B922DAFE,Remesa-8224086,Orden de Pago-8307351
5D35EE87-831D-4F52-8DD5-EC87DB5C7C5B,5D35EE87-831D-4F52-8DD5-EC87DB5C7C5B,Remesa-8224091,Orden de Pago-8307355
CFAECF5D-2B84-4CA8-A273-83CD033223B3,CFAECF5D-2B84-4CA8-A273-83CD033223B3,Remesa-8224095,Orden de Pago-8307359
873653C3-CAD6-4BC8-AA3C-BB99FF464B58,873653C3-CAD6-4BC8-AA3C-BB99FF464B58,Remesa-8224096,Orden de Pago-8307360
4747214E-0A2C-4A71-ADAA-60EAFF995381,4747214E-0A2C-4A71-ADAA-60EAFF995381,Remesa-8224097,Orden de Pago-8307361
08192DA5-2758-4FBB-BDB1-3D543C411A5F,08192DA5-2758-4FBB-BDB1-3D543C411A5F,Remesa-8224103,Orden de Pago-8307368
E9089F50-3FB0-4AB7-B754-FAE0BC8623DA,E9089F50-3FB0-4AB7-B754-FAE0BC8623DA,Remesa-8224123,Orden de Pago-8307389
442CD80D-C97F-4485-8285-296EBE4E93F8,442CD80D-C97F-4485-8285-296EBE4E93F8,Remesa-8224113,Orden de Pago-8307377
E8B39660-F84F-4549-9CF2-50C54E989D98,E8B39660-F84F-4549-9CF2-50C54E989D98,Remesa-8224121,Orden de Pago-8307385
F8B93454-AE3D-49FA-82EF-CCA253B8C04A,F8B93454-AE3D-49FA-82EF-CCA253B8C04A,Remesa-8224124,Orden de Pago-8307388
F2313516-64E0-4B5A-B002-6F01494C88A0,F2313516-64E0-4B5A-B002-6F01494C88A0,Remesa-8224126,Orden de Pago-8307390
E8C7A3DD-5065-408E-BAE5-28DE1AFDBA60,E8C7A3DD-5065-408E-BAE5-28DE1AFDBA60,Remesa-8224127,Orden de Pago-8307392
627FF3ED-073A-42F6-8B08-939C84A80514,627FF3ED-073A-42F6-8B08-939C84A80514,Remesa-8224135,Orden de Pago-8307400
65700836-B80F-42AD-AC94-19CFF1308666,65700836-B80F-42AD-AC94-19CFF1308666,Remesa-8224136,Orden de Pago-8307401
2A6B7422-C1C0-46C5-8EC2-C8BE70022480,2A6B7422-C1C0-46C5-8EC2-C8BE70022480,Remesa-8224139,Orden de Pago-8307403
9CD4B7D7-ADD2-43BC-B073-085D345786E7,9CD4B7D7-ADD2-43BC-B073-085D345786E7,Remesa-8224150,Orden de Pago-8307414
62C3EAA8-7D80-4038-BCCD-139B23DE308D,62C3EAA8-7D80-4038-BCCD-139B23DE308D,Remesa-8224151,Orden de Pago-8307416
EA26E456-2964-4BA1-A689-DFEF91F84DCF,EA26E456-2964-4BA1-A689-DFEF91F84DCF,Remesa-8224156,Orden de Pago-8307420
57190619-9A4E-4BB9-8F9A-26F97E6095C6,57190619-9A4E-4BB9-8F9A-26F97E6095C6,Remesa-8224180,Orden de Pago-8307445
6288F26E-04F2-4D98-836B-E4EE696BAFD5,6288F26E-04F2-4D98-836B-E4EE696BAFD5,Remesa-8224197,Orden de Pago-8307465
1A9A54FB-678F-4DEA-89A7-C580D06D01E2,1A9A54FB-678F-4DEA-89A7-C580D06D01E2,Remesa-8224198,Orden de Pago-8307464
20417174-3FDD-43A1-94C3-C4EACAA9CEB8,20417174-3FDD-43A1-94C3-C4EACAA9CEB8,Remesa-8224202,Orden de Pago-8307467
00E34759-8A11-4157-B1E8-DC4AB3BE6EF5,00E34759-8A11-4157-B1E8-DC4AB3BE6EF5,Remesa-8224203,Orden de Pago-8307468
492FB501-8519-4340-88B1-6C42DB4305DE,492FB501-8519-4340-88B1-6C42DB4305DE,Remesa-8224206,Orden de Pago-8307472
9D7A3F13-657F-4869-884C-D3F13A960133,9D7A3F13-657F-4869-884C-D3F13A960133,Remesa-8224208,Orden de Pago-8307473
710C0D17-6ABB-4359-B775-D991E13D03E0,710C0D17-6ABB-4359-B775-D991E13D03E0,Remesa-8224210,Orden de Pago-8307475
4F568867-7972-4C88-BF76-247A37D1560A,4F568867-7972-4C88-BF76-247A37D1560A,Remesa-8224211,Orden de Pago-8307476
E147302A-C8B1-4008-A41B-76CA8D12997C,E147302A-C8B1-4008-A41B-76CA8D12997C,Remesa-8224212,Orden de Pago-8307477
D068D0A3-3993-4127-B4CA-FDFB5A122898,D068D0A3-3993-4127-B4CA-FDFB5A122898,Remesa-8224213,Orden de Pago-8307480
06B4FAA2-8B42-43D3-A8F3-E8EF62976203,06B4FAA2-8B42-43D3-A8F3-E8EF62976203,Remesa-8224215,Orden de Pago-8307483
0F4BF56C-D990-49FA-96C9-E2E1E140CDDD,0F4BF56C-D990-49FA-96C9-E2E1E140CDDD,Remesa-8224225,Orden de Pago-8307491
0D7BE0A3-96E9-47C0-A594-EF464A2CCF43,0D7BE0A3-96E9-47C0-A594-EF464A2CCF43,Remesa-8224229,Orden de Pago-8307494
8F557D32-B1B5-4408-ACC3-87CF20555CBA,8F557D32-B1B5-4408-ACC3-87CF20555CBA,Remesa-8224234,Orden de Pago-8307501
A591F2B0-DF7D-4860-A377-A152393A0F0F,A591F2B0-DF7D-4860-A377-A152393A0F0F,Remesa-8224236,Orden de Pago-8307502
1DEFFEAC-5EBF-4B59-9B67-A031D9750ADB,1DEFFEAC-5EBF-4B59-9B67-A031D9750ADB,Remesa-8224239,Orden de Pago-8307506
FFDF2D70-A048-4D64-8C02-FA40790E09CA,FFDF2D70-A048-4D64-8C02-FA40790E09CA,Remesa-8224245,Orden de Pago-8307511
B67CD62D-2379-4007-BAF1-4D59B3A01495,B67CD62D-2379-4007-BAF1-4D59B3A01495,Remesa-8224250,Orden de Pago-8307516
2A53A917-BEF5-41EB-AB8E-07AB18576866,2A53A917-BEF5-41EB-AB8E-07AB18576866,Remesa-8224251,Orden de Pago-8307517
0ECAB7D2-6623-4F1D-84FE-3D04D53D4C5C,0ECAB7D2-6623-4F1D-84FE-3D04D53D4C5C,Remesa-8224254,Orden de Pago-8307521
9C988248-0BEB-4FFC-AB7D-5191C2809698,9C988248-0BEB-4FFC-AB7D-5191C2809698,Remesa-8224258,Orden de Pago-8307523
AD7BA955-D052-4638-9D8A-C4EE3F894EF3,AD7BA955-D052-4638-9D8A-C4EE3F894EF3,Remesa-8224256,Orden de Pago-8307522
2DC9D63D-3C5D-4B21-97A0-6B09CAF93298,2DC9D63D-3C5D-4B21-97A0-6B09CAF93298,Remesa-8224263,Orden de Pago-8307528
960B1D1F-B52D-4CF0-87E7-13DBC642BE82,960B1D1F-B52D-4CF0-87E7-13DBC642BE82,Remesa-8224265,Orden de Pago-8307530
EA148922-3D0C-472D-B2CC-CA0D54B7DF61,EA148922-3D0C-472D-B2CC-CA0D54B7DF61,Remesa-8224266,Orden de Pago-8307535
B96F5550-41A3-4B99-87E2-B2CB086B8057,B96F5550-41A3-4B99-87E2-B2CB086B8057,Remesa-8224272,Orden de Pago-8307537
89E235FD-F2B1-40D8-9082-F36E05E84321,89E235FD-F2B1-40D8-9082-F36E05E84321,Remesa-8224274,Orden de Pago-8307539
D5CA0A63-5071-46DF-88FD-4FFD8A7232D7,D5CA0A63-5071-46DF-88FD-4FFD8A7232D7,Remesa-8224276,Orden de Pago-8307542
AAB39F52-2B54-4085-A5BF-CF482D12C4D0,AAB39F52-2B54-4085-A5BF-CF482D12C4D0,Remesa-8224280,Orden de Pago-8307545
720E5176-0A47-4F86-8436-8A8E40DC4FB0,720E5176-0A47-4F86-8436-8A8E40DC4FB0,Remesa-8224290,Orden de Pago-8307556
59E33446-FF05-4D42-8854-5BE5B13DB7D6,59E33446-FF05-4D42-8854-5BE5B13DB7D6,Remesa-8224293,Orden de Pago-8307559
3BE59846-F170-427E-8A70-1E65845361C7,3BE59846-F170-427E-8A70-1E65845361C7,Remesa-8224294,Orden de Pago-8307562
FC196A8A-3EAA-4BA6-9725-DB0CE11C4D05,FC196A8A-3EAA-4BA6-9725-DB0CE11C4D05,Remesa-8224295,Orden de Pago-8307563
551A8414-91D0-4B14-A128-7975C8C509B9,551A8414-91D0-4B14-A128-7975C8C509B9,Remesa-8224298,Orden de Pago-8307564
BD46D66A-4931-4D64-984D-EA3F02CFDA48,BD46D66A-4931-4D64-984D-EA3F02CFDA48,Remesa-8224300,Orden de Pago-8307569
C9658196-426E-4DD9-8CF4-A489D42AA3EB,C9658196-426E-4DD9-8CF4-A489D42AA3EB,Remesa-8224302,Orden de Pago-8307570
F2DE23B4-E7CE-4E9D-8F56-66A92EFA3E4D,F2DE23B4-E7CE-4E9D-8F56-66A92EFA3E4D,Remesa-8224303,Orden de Pago-8307568
B2C79678-D8CA-40BD-ABC0-7EB53FEB91EE,B2C79678-D8CA-40BD-ABC0-7EB53FEB91EE,Remesa-8224309,Orden de Pago-8307575
FE41DC0B-D9D5-46D6-BFE2-14CA20F1746F,FE41DC0B-D9D5-46D6-BFE2-14CA20F1746F,Remesa-8224313,Orden de Pago-8307579
96C2E368-0F1B-4AFF-940F-9FDD42956B9D,96C2E368-0F1B-4AFF-940F-9FDD42956B9D,Remesa-8224315,Orden de Pago-8307582
EF7BB3F0-433D-4869-943A-2553B8765139,EF7BB3F0-433D-4869-943A-2553B8765139,Remesa-8224318,Orden de Pago-8307584
4C7C4050-7AA0-4BCF-B229-EFBF1798CCEE,4C7C4050-7AA0-4BCF-B229-EFBF1798CCEE,Remesa-8224322,Orden de Pago-8307589
870B5AC7-A494-433E-BD39-3862FB4B7B31,870B5AC7-A494-433E-BD39-3862FB4B7B31,Remesa-8224324,Orden de Pago-8307591
120545B2-7C59-46A5-8972-1BDD296B7D75,120545B2-7C59-46A5-8972-1BDD296B7D75,Remesa-8224331,Orden de Pago-8307597
CC35222D-E6F1-463B-8B5F-CC8F9BDD4999,CC35222D-E6F1-463B-8B5F-CC8F9BDD4999,Remesa-8224349,Orden de Pago-8307616
1101E145-A63B-4751-ABA9-A51FC24314BE,1101E145-A63B-4751-ABA9-A51FC24314BE,Remesa-8224351,Orden de Pago-8307618
DCD9D097-AA0D-4C42-98F5-557E0150B7DF,DCD9D097-AA0D-4C42-98F5-557E0150B7DF,Remesa-8224359,Orden de Pago-8307625
3325F72F-404D-4BA0-A320-0CE2F6A13782,3325F72F-404D-4BA0-A320-0CE2F6A13782,Remesa-8224360,Orden de Pago-8307627
542B042B-BEFB-4C12-BEFD-5275FE5981EB,542B042B-BEFB-4C12-BEFD-5275FE5981EB,Remesa-8224364,Orden de Pago-8307630
D79A21F9-8DBA-4267-86F2-FDCF6CFF3D64,D79A21F9-8DBA-4267-86F2-FDCF6CFF3D64,Remesa-8224365,Orden de Pago-8307631
3014BD98-2477-4BD4-964C-3B5C059EFFB6,3014BD98-2477-4BD4-964C-3B5C059EFFB6,Remesa-8224378,Orden de Pago-8307647
